Country,State,Year,Additional Info,"Sub Centres And Hwc Sub Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Primary Health Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Sub Centres In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres And Hwc Sub Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Anm Required At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Sanctioned At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm In Position At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Vacancies At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Shortfall At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Required At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Sanctioned At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors In Position At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Vacancies At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Shortfall At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1"
India,Chandigarh,"Calendar Year (Jan - Dec), 2017","Not Applicable in Building position for Sub Centres functioning in Govt. Building in Rural Areas, Building position for Sub Centres functioning in Rented Building in Rural Areas, Building position for Sub Centres functioning in Rent Free Panchayat / Vol. Society Building in Rural Areas, Building position for PHCs functioning in Govt. Building in Rural Areas, Building position for PHCs functioning in Rented Building in Rural Areas, Building position for PHCs functioning in Rent Free Panchayat / Vol. Society Building in Rural Areas, Building position for CHCs functioning in Govt. Building in Rural Areas, Building position for CHCs functioning in Rented Building in Rural Areas, Building position for CHCs functioning in Rent Free Panchayat / Vol. Society Building in Rural Areas, Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM In Position in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs In Position in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Specialists Shortfall in Rural Areas, Radiographer In Position in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician In Position in Rural Areas, Lab Technician Vacant in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",17,3,2,17,6,0,11,3,3,0,0,2,2,0,0,0,0,0,20,24,39,,,3,0,3,,0,,,,,,2,5,5,0,,5,16,21,,,5,8,22,,,17,47,80,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",5186,785,169,5186,3934,123,1129,785,662,3,120,169,149,1,19,3,245,52,5971,5983,6834,,,785,798,341,457,444,,,,,,169,162,130,32,39,954,1086,887,199,67,954,956,727,229,227,1968,2685,1918,767,50
India,Delhi,"Calendar Year (Jan - Dec), 2017","Not Applicable in Building position for CHCs functioning in Govt. Building in Rural Areas, Building position for CHCs functioning in Rented Building in Rural Areas, Building position for CHCs functioning in Rent Free Panchayat / Vol. Society Building in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Specialists Shortfall in Rural Areas, Radiographer In Position in Rural Areas, Radiographer Shortfall in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",10,5,0,10,3,6,1,5,5,0,0,0,0,0,0,0,0,0,15,40,33,7,,5,21,21,0,,,,,,,0,0,0,0,0,5,7,7,0,,5,5,4,1,1,5,5,7,,
India,Goa,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",214,24,4,214,46,168,0,24,22,2,0,4,4,0,0,0,0,1,238,259,195,64,43,24,48,56,,,,,,,,4,6,6,0,,28,53,51,2,,28,45,41,4,,52,132,129,3,
India,Gujarat,"Calendar Year (Jan - Dec), 2017","Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",9082,1392,363,9082,5596,484,3002,1392,1113,12,267,363,295,3,65,29,1157,116,10474,10549,8859,1690,1615,1392,1769,1229,540,163,,,,,,363,363,162,201,201,1755,1792,1665,127,90,1755,1756,1704,52,51,3933,3994,3529,465,404
India,Haryana,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",2589,366,112,2589,1642,265,682,366,321,5,40,112,111,1,0,3,11,3,2955,5108,4432,676,,366,687,429,258,,,,,,,112,73,40,33,72,478,563,419,144,59,478,549,367,182,111,1150,1929,1675,254,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","Not Available in Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas",2083,538,89,2083,1486,20,577,538,414,27,97,89,88,1,0,42,288,165,2621,2246,1786,460,835,538,636,492,144,46,,,,,,89,65,33,32,56,627,594,394,200,233,627,300,160,140,467,1161,837,542,295,619
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017","Jammu & Kashmir and Ladakh bifurcated and became UTs during Aug 2019; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas",2902.10239376548246600470,623.06680985123435485170,82.16265624411881602440,2902.10239376548246600470,903.78921868530697626840,1998.31317508017548973630,0.00000000000000000000,623.06680985123435485170,475.36965398383029271260,147.69715586740406213910,0.00000000000000000000,82.16265624411881602440,82.16265624411881602440,0.00000000000000000000,0.00000000000000000000,7.82501488039226819280,147.69715586740406213910,79.22827566397171545210,3525.16920361671682085640,4779.12783819957779875260,4633.38693605227180366170,145.74090214730599509090,,623.06680985123435485170,1317.53688048604815696270,688.60130947451960096640,628.93557101152855599630,,,,,,,82.16265624411881602440,298.32869231495522485050,205.40664061029704006100,92.92205170465818478950,,705.22946609535317087610,1112.13023987575111690170,720.87949585613770726170,391.25074401961340964000,,705.22946609535317087610,807.93278640050169090660,778.58898059903068518360,29.34380580147100572300,,1198.20540356006606702250,1672.59693068384732621100,1447.62775287256961566800,224.96917781127771054300,
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas",3848,297,188,3848,2191,753,904,297,255,21,21,188,188,0,0,58,385,65,4145,3957,7933,,,297,569,331,238,,,,,,,188,188,57,131,131,485,515,238,277,247,485,515,250,265,235,1613,703,1136,,477
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Surplus observed in Nursing Staff Shortfall in Rural Areas,9381,2359,206,9381,7586,1235,560,2359,2280,38,41,206,204,2,0,3,156,116,11740,9919,7152,2767,4588,2359,2359,2136,223,223,,,,,,206,206,167,39,39,2565,2674,2523,151,42,2565,1790,1532,258,1033,3801,2667,3339,,462
India,Kerala,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",5380,849,232,5380,4260,320,800,849,780,59,10,232,232,0,0,0,0,0,6229,7929,7950,,,849,1120,1169,,,,,,,,232,16,18,,214,1081,1036,1102,,,1081,324,365,,716,2473,3610,3969,,
India,Ladakh,"Calendar Year (Jan - Dec), 2017","Jammu & Kashmir and Ladakh bifurcated and became UTs during Aug 2019; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas",64.89760623451753399530,13.93319014876564514830,1.83734375588118397560,64.89760623451753399530,20.21078131469302373160,44.68682491982451026370,0.00000000000000000000,13.93319014876564514830,10.63034601616970728740,3.30284413259593786090,0.00000000000000000000,1.83734375588118397560,1.83734375588118397560,0.00000000000000000000,0.00000000000000000000,0.17498511960773180720,3.30284413259593786090,1.77172433602828454790,78.83079638328317914360,106.87216180042220124740,103.61306394772819633830,3.25909785269400490910,,13.93319014876564514830,29.46311951395184303730,15.39869052548039903360,14.06442898847144400370,,,,,,,1.83734375588118397560,6.67130768504477514950,4.59335938970295993900,2.07794829534181521050,,15.77053390464682912390,24.86976012424888309830,16.12050414386229273830,8.74925598038659036000,,15.77053390464682912390,18.06721359949830909340,17.41101940096931481640,0.65619419852899427700,,26.79459643993393297750,37.40306931615267378900,32.37224712743038433200,5.03082218872228945700,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",14,4,3,14,8,6,0,4,3,1,0,3,3,0,0,0,0,0,18,47,51,,,4,8,8,0,,,,,,,3,5,5,0,,7,16,16,0,,7,13,13,0,,25,54,54,0,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",9192,1171,309,9192,8246,360,586,1171,1156,15,0,309,309,0,0,30,152,31,10363,13720,11546,2174,,1171,1771,954,817,217,,,,,,309,312,176,136,133,1480,1905,1687,218,,1480,1808,1378,430,102,3334,4624,3211,1413,123
India,Maharashtra,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas",10580,1814,360,10580,8578,588,1414,1814,1649,6,159,360,350,0,10,24,288,67,12394,18636,12135,6501,259,1814,3009,2929,80,,,,,,,360,140,107,33,253,2174,2355,2082,273,92,2174,1474,1308,166,866,4334,3218,2519,699,1815
India,Manipur,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",421,85,17,421,358,63,0,85,85,0,0,17,17,0,0,0,98,9,506,1065,923,142,,85,238,194,44,,,,,,,17,13,13,0,4,102,145,152,,,102,102,70,32,32,204,484,397,87,
India,Meghalaya,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",436,109,27,436,428,3,5,109,109,0,0,27,27,0,0,0,3,0,545,1118,1075,43,,109,128,112,16,,,,,,,27,19,21,,6,136,135,166,,,136,118,162,,,298,413,610,,
India,Mizoram,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Vacant in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",370,57,9,370,370,0,0,57,57,0,0,9,9,0,0,0,0,0,427,405,640,,,57,152,56,96,1,,,,,,9,5,6,,3,66,99,59,40,7,66,92,82,10,,120,570,212,358,
India,Nagaland,"Calendar Year (Jan - Dec), 2017","Not Available in Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",396,126,21,396,334,1,61,126,118,1,7,21,21,0,0,0,2,3,522,539,569,,,126,108,122,,4,,,,,,21,1,1,0,20,147,135,101,34,46,147,72,73,,74,273,175,387,,
India,Odisha,"Calendar Year (Jan - Dec), 2017",Surplus observed in Pharmacist Shortfall in Rural Areas,6688,1280,370,6688,4317,2009,362,1280,1253,0,27,370,370,0,0,0,1044,27,7968,6688,8084,,,1280,1285,940,345,340,,,,,,370,57,68,,302,1650,1781,1691,90,,1650,461,547,,1103,3870,866,1817,,2053
India,Puducherry,"Calendar Year (Jan - Dec), 2017","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Vacant in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",81,40,4,81,57,19,5,40,40,0,0,4,4,0,0,0,0,0,121,188,189,,,40,38,46,,,,,,,,4,3,3,0,1,44,42,37,5,7,44,10,38,,6,68,131,139,,
India,Punjab,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",2950,432,151,2950,1870,0,1080,432,385,0,47,151,149,0,2,1,37,0,3382,5190,4893,297,,432,593,568,25,,,,,,,151,171,129,42,22,583,841,779,62,,583,616,582,34,1,1489,2189,2019,170,
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",14406,2079,579,14406,10229,499,3678,2079,1541,1,537,579,498,0,81,6,468,45,16485,21623,16211,5412,274,2079,2664,2382,282,,,,,,,579,714,205,509,374,2658,1240,623,617,2035,2658,3571,1996,1575,662,6132,12472,9311,3161,
India,Sikkim,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",147,24,2,147,142,5,0,24,24,0,0,2,2,0,0,0,3,0,171,219,196,23,,24,,30,,,,,,,,2,,1,,1,26,,10,,16,26,,21,,5,38,,33,,5
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",8712,1362,385,8712,6638,1869,205,1362,1256,0,106,385,385,0,0,0,24,35,10074,10074,7957,2117,2117,1362,2927,2759,168,,,,,,,385,294,119,175,266,1747,1789,1391,398,356,1747,2132,1395,737,352,4057,8133,7487,646,
India,Telangana,"Calendar Year (Jan - Dec), 2017","Telangana came to existence in 2014 after bifurcation of Andhra Pradesh; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",4797,689,114,4797,1273,3524,0,689,689,0,0,114,114,0,0,0,39,0,5486,9655,7848,1807,,689,1318,966,352,,,,,,,114,98,58,40,56,803,928,814,114,,803,811,640,171,163,1487,2130,1904,226,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2017",Dadra & Nagar Haveli and Daman Diu merged as single UT during Jan 2020,26.00000000000000000000,4.00000000000000000000,2.00000000000000000000,26.00000000000000000000,21.00000000000000000000,3.00000000000000000000,2.00000000000000000000,4.00000000000000000000,4.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,30.00000000000000000000,45.00000000000000000000,46.00000000000000000000,,,4.00000000000000000000,3.00000000000000000000,7.00000000000000000000,,,,,,,,2.00000000000000000000,3.00000000000000000000,3.00000000000000000000,0.00000000000000000000,,6.00000000000000000000,5.00000000000000000000,7.00000000000000000000,,,6.00000000000000000000,4.00000000000000000000,6.00000000000000000000,,0.00000000000000000000,18.00000000000000000000,14.00000000000000000000,16.00000000000000000000,,2.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2017","Dadra & Nagar Haveli and Daman Diu merged as single UT during Jan 2020,Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",71.00000000000000000000,9.00000000000000000000,2.00000000000000000000,71.00000000000000000000,58.00000000000000000000,8.00000000000000000000,5.00000000000000000000,9.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8.00000000000000000000,1.00000000000000000000,80.00000000000000000000,36.00000000000000000000,90.00000000000000000000,,,9.00000000000000000000,15.00000000000000000000,8.00000000000000000000,7.00000000000000000000,1.00000000000000000000,,,,,,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,11.00000000000000000000,10.00000000000000000000,12.00000000000000000000,,,11.00000000000000000000,7.00000000000000000000,17.00000000000000000000,,,23.00000000000000000000,14.00000000000000000000,45.00000000000000000000,,
India,Tripura,"Calendar Year (Jan - Dec), 2017","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",987,93,21,987,797,35,155,93,93,0,0,21,21,0,0,0,15,3,1080,476,720,,360,93,0,156,,,,,,,,21,0,11,,10,114,0,148,,,114,0,91,,23,240,0,597,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017",Surplus observed in Pharmacist Shortfall in Rural Areas,20521,3621,822,20521,17689,2832,0,3621,3516,105,0,822,822,0,0,0,0,0,24142,27449,31716,,,3621,4509,2209,2300,1412,,,,,,822,230,82,148,740,4443,2952,2883,69,1560,4443,1331,963,368,3480,9375,4497,4412,85,4963
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",,1847,257,60,1847,1284,531,32,257,227,20,10,60,60,0,0,0,0,0,2104,2186,2083,103,21,257,386,215,171,42,,,,,,60,32,15,17,45,317,325,307,18,10,317,106,65,41,252,677,307,349,,328
India,West Bengal,"Calendar Year (Jan - Dec), 2017","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",10369,914,349,10369,7662,1870,837,914,914,0,0,349,349,0,0,1,241,4,11283,20500,18449,2051,,914,1390,918,472,,,,,,,349,275,135,140,214,1263,1458,1381,77,,1263,1360,803,557,460,3357,10380,9248,1132,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,12522,1570,164,12522,4221,8301,0,1570,1281,289,0,164,164,0,0,,,,14092,14077,13740,337,352,1570,2497,2137,360,,656,406,224,182,432,164,161,140,21,24,1734,1704,1637,67,97,1734,1691,1437,254,297,2718,2309,2053,256,665
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres functioning in Govt. Building in Rural Areas; Not Available in Doctors at PHCs Sanctioned in Rural Areas,379,85,31,379,,,,85,,,,31,,,,,,,464,454,454,0,10,85,78,78,0,7,124,4,0,4,124,31,22,22,0,9,116,31,31,0,85,116,18,18,0,98,302,105,105,0,197
India,Assam,"Calendar Year (Jan - Dec), 2005",Not Available in Doctors at PHCs Sanctioned in Rural Areas; Not Available in Specialists Sanctioned in Rural Areas; Not Available in Radiographer Sanctioned in Rural Areas; Not Available in Pharmacist Sanctioned in Rural Areas; Not Available in Lab Technician Sanctioned in Rural Areas; Not Available in Nursing Staff Sanctioned in Rural Areas,5109,610,100,5109,2637,2472,0,610,610,0,0,100,100,0,0,,,,5719,5719,5719,0,0,610,,,,,400,,,,,100,,,,,710,,,,,710,,,,,1310,,,,
India,Bihar,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres; Not Available in Doctors at PHCs Sanctioned; Not Available in Specialists; Not Available in Radiographer; Not Available in Pharmacist; Not Available in Lab Technician; Not Available in Nursing Staff,10337,1648,101,10337,,,,1648,,,,101,,,,,,,11985,,,,,1648,,,,,404,,,,,101,,,,,1749,,,,,1749,,,,,2355,,,,
India,Chandigarh,"Calendar Year (Jan - Dec), 2005",Surplus observed in Pharmacist Shortfall in Rural Areas; Surplus observed in Lab Technician Shortfall in Rural Areas,13,0,1,13,8,0,5,0,0,0,0,1,1,0,0,,,,13,13,13,0,0,0,0,0,0,0,4,4,4,0,0,1,1,1,0,0,1,6,6,0,,1,2,2,0,,7,13,13,0,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,3818,517,116,3818,1458,0,2360,517,326,0,191,116,116,0,0,,,,4335,4335,3667,668,668,517,1034,628,406,,464,464,18,446,446,116,116,95,21,21,633,749,467,282,166,633,633,348,285,285,1329,601,540,61,789
India,Delhi,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas,41,8,0,41,,,,8,8,0,0,0,0,0,0,,,,49,60,51,9,,8,31,23,8,,0,0,0,0,0,0,0,0,0,0,8,13,11,2,,8,8,5,3,3,8,10,4,6,4
India,Goa,"Calendar Year (Jan - Dec), 2005",Surplus observed in Radiographer Shortfall in Rural Areas; Surplus observed in Lab Technician Shortfall in Rural Areas,172,19,5,172,40,132,0,19,18,1,0,5,5,0,0,,,,191,196,179,17,12,19,56,53,3,,20,14,7,7,13,5,7,7,0,,24,28,27,1,,24,26,25,1,,54,129,119,10,
India,Gujarat,"Calendar Year (Jan - Dec), 2005",,7274,1070,272,7274,5554,0,1720,1070,663,0,407,272,225,0,47,,,,8344,7274,6508,766,1836,1070,1070,848,222,222,1088,321,92,229,996,272,271,113,158,159,1342,1413,807,606,535,1342,1357,870,487,472,2974,2769,1453,1316,1521
